Semiconductor,Theory,Formation_E_per_atom,Decomp_E_pfu,Bandgap,a,b,c,alpha,beta,gamma,Dielectric,SLME
Na0.5K0.5Rb0.5Ag0.5Ba1Zr1Se4_kesterite,HSE+SOC,-1.54004689,2.595610136,3.305455488,15.26727757,15.74703264,15.66310829,112.6704166,113.091549,113.7898255,4.592966822,11.72609396
Na0.5K0.5Rb0.5Ag0.5Cd1Ge1S4_kesterite,HSE+SOC,-0.886749257,-0.670231226,2.8981218,14.75709669,14.76004842,12.73896469,110.0413296,111.7995252,115.4045131,4.760248077,18.46603212
Na0.5K0.5Rb0.5Ag0.5Cd1Sn1S4_kesterite,HSE+SOC,-0.844887302,0.070502565,2.969697875,14.35786084,15.42651467,14.28977544,108.3279068,109.537867,110.3228563,3.819382242,20.10801884
Na0.5K0.5Rb0.5Ag0.5Cd1Sn1Se4_kesterite,HSE+SOC,-0.723735669,0.909255957,2.321487268,15.78952665,14.73941606,14.58855023,110.1115446,113.9982112,109.340977,5.056617439,33.94872652
Na0.5K0.5Rb0.5Ag0.5Cd1Zr1S4_kesterite,HSE+SOC,-1.310983118,1.062571334,2.843677933,14.56195899,14.66541397,14.06375105,116.5564456,108.6976379,108.6741951,4.424877947,20.7652694
Na0.5K0.5Rb0.5Ag0.5Cd1Zr1S4_stannite,HSE+SOC,-1.261852219,1.467843722,2.987370533,14.9151597,13.96152544,14.80646193,115.0120298,114.7805181,112.9340681,4.165117883,18.90175123
Na0.5K0.5Rb0.5Ag0.5Cd1Zr1Se4_kesterite,HSE+SOC,-1.146916884,1.928104041,2.330581268,14.85145856,14.96844444,14.837527,115.9102443,110.5405142,108.3601796,4.979837626,31.98067009
Na0.5K0.5Rb0.5Ag0.5Cd1Zr1Se4_stannite,HSE+SOC,-1.103284568,2.210039328,2.300709501,14.83082969,14.72360965,15.10453967,110.1433999,110.1533784,108.9902865,4.801831063,31.79716386
Na0.5K0.5Rb0.5Ag0.5Cd1Zr1Te4_stannite,HSE+SOC,-0.451607968,4.385487527,1.546684059,15.56606451,15.86755381,15.36103798,109.5586784,112.1612876,109.4832102,6.523900834,40.99248829
Na0.5K0.5Rb0.5Ag0.5Mg1Ge1S4_stannite,HSE+SOC,-1.039088602,0.282201237,2.188057087,13.55857775,14.07954311,16.23945739,114.1449745,114.5570812,116.5504208,4.345715917,32.82831688
Na0.5K0.5Rb0.5Ag0.5Mg1Sn1S4_kesterite,HSE+SOC,-1.109232765,-0.015284108,3.357371138,15.32194125,15.12009151,14.26562499,110.4758454,115.7209537,110.8589708,3.382259795,10.08602583
Na0.5K0.5Rb0.5Ag0.5Mg1Sn1Se4_kesterite,HSE+SOC,-1.042178618,0.34990586,2.694785845,15.89582545,15.90658537,13.9665328,108.9777252,116.0170493,114.4224124,3.92773847,24.5286982
Na0.5K0.5Rb0.5Ag0.5Mg1Zr1S4_kesterite,HSE+SOC,-1.555602683,0.946952876,3.545638441,15.11836552,14.46747962,14.05454036,108.9836416,110.2739595,113.2766031,3.517961729,7.898144805
Na0.5K0.5Rb0.5Ag0.5Mg1Zr1Se4_kesterite,HSE+SOC,-1.46048404,1.313382418,2.913135825,15.4804192,15.89463827,14.6794112,113.1170477,114.0156063,109.2244852,4.139431873,20.07162268
Na0.5K0.5Rb0.5Ag0.5Sr0.5Cd0.5Sn0.5Ge0.5S4_kesterite,HSE+SOC,-1.203061034,-0.710508637,2.527044966,17.23079552,17.24163055,12.6784621,109.0616231,116.6277326,112.7180923,4.316457113,27.403497
Na0.5K0.5Rb0.5Ag0.5Sr0.5Cd0.5Sn0.5Ge0.5S4_stannite,HSE+SOC,-1.082737145,0.114822237,2.349028716,14.24534333,15.51657942,17.21065914,115.8371929,115.8348553,110.835244,3.347595011,31.47389617
Na0.5K0.5Rb0.5Ag0.5Sr1Sn1S2Se1Te1_kesterite,HSE+SOC,-1.401316998,-1.0425713,2.575469978,19.66189332,18.69001768,10.06941073,113.8844628,105.204214,110.8856849,5.885429106,25.96853523
Na0.5K0.5Rb0.5Ag0.5Sr1Sn1S2Se1Te1_stannite,HSE+SOC,-1.271518551,-0.131809677,2.197434611,17.19058055,17.11372395,14.07490056,111.9372899,109.2047534,108.3992927,3.777913224,33.17917173
Na0.5K0.5Rb0.5Ag0.5Sr1Zr1S4_kesterite,HSE+SOC,-1.73514414,1.687883136,3.583534081,15.70967486,15.76932824,15.06212652,116.4524915,111.8229865,112.4788392,3.589528097,6.023194559
Na0.5K0.5Rb0.5Ag0.5Zn1Ge1Te4_stannite,HSE+SOC,-0.246742866,2.621269886,0.019223076,15.1127917,15.63994865,16.58943712,111.5573261,113.9500713,110.7194504,7.799705109,6.344091848
Na0.5K0.5Rb0.5Ag0.5Zn1Sn1Se4_kesterite,HSE+SOC,-0.847333551,0.285953842,2.488599924,15.62115733,15.98942936,13.84517948,113.9883524,115.8271583,117.1758386,4.223461157,28.22354194
Na0.5K0.5Rb0.5Ag0.5Zn1Sn1Se4_stannite,HSE+SOC,-0.781476677,1.004462521,0.834310259,14.6888443,14.24872968,16.28120559,108.7642345,113.6811994,116.540142,4.852159193,22.92010058
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1S4_kesterite,HSE+SOC,-1.429669378,0.857768456,3.098677921,14.57342059,15.04409312,13.80100928,111.2899456,114.4998734,116.8349653,3.958848842,15.33146039
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1S4_stannite,HSE+SOC,-1.307078054,1.376846949,2.880764425,14.64654784,14.66809249,15.81669888,111.002776,113.4769383,108.7527032,3.959430447,19.98023083
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1Se4_kesterite,HSE+SOC,-1.26101858,1.468070854,2.383362369,15.3442124,15.00520698,15.00470714,115.2713354,114.5360281,112.0550529,4.935019838,30.06757058
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1Se4_stannite,HSE+SOC,-1.160319466,1.971452709,2.214320131,14.62370984,14.63483772,15.37649252,112.3571928,116.3482761,111.049984,4.942674577,33.62612625
Na0.5K0.5Rb0.5Ag0.5Zn1Zr1Te4_stannite,HSE+SOC,-0.619591027,3.268244151,1.360483419,16.06615022,15.54478672,15.88246604,108.7664914,108.0833229,113.443726,6.688194305,37.53021114
Na0.5K0.5Rb0.5Cs0.5Ba1Ge1S4_kesterite,HSE+SOC,-1.344464129,0.536844753,3.330266327,15.69508929,15.94978213,14.90704404,109.1570571,112.672544,116.6323699,2.116511598,8.737892406
Na0.5K0.5Rb0.5Cs0.5Ba1Sn1S4_kesterite,HSE+SOC,-1.32324576,1.188490236,3.651595427,15.53329544,15.27260618,15.48804547,115.6679117,111.9822738,109.9208932,2.56663759,8.433074898
Na0.5K0.5Rb0.5Cs0.5Ba1Zr1S4_kesterite,HSE+SOC,-1.852836595,1.785674746,3.687420367,16.30521561,15.39581584,16.14923787,111.2876017,109.6288622,111.4990312,2.653208558,5.476832507
Na0.5K0.5Rb0.5Cs0.5Cd1Sn1S4_stannite,HSE+SOC,-0.816824958,0.886689168,2.832798529,14.28827743,14.07017034,15.81643121,115.6082296,115.652583,116.8392985,2.440075772,19.13774731
Na0.5K0.5Rb0.5Cs0.5Cd1Zr1S4_stannite,HSE+SOC,-1.347426297,1.601402562,3.116408441,14.25785896,14.82838685,15.13601706,115.3010567,115.6674407,115.8052623,4.365334074,15.22394456
Na0.5K0.5Rb0.5Cs0.5Cd1Zr1Se4_stannite,HSE+SOC,-1.14925324,2.673832313,2.649681766,15.10554013,14.79071474,15.82773911,114.1386772,116.8386044,116.6409242,5.123727375,24.79207548
Na0.5K0.5Rb0.5Cs0.5Mg0.5Zn0.5Sn1S2Te2_stannite,HSE+SOC,-0.923257872,0.353840258,0.746451537,14.2097746,15.38892706,19.19198751,109.4092176,112.2428798,107.8289968,5.217868025,21.27508767
Na0.5K0.5Rb0.5Cs0.5Mg1Ge1S4_kesterite,HSE+SOC,-1.286454983,-0.57945363,4.243544963,15.69727763,16.18070064,13.62564473,108.6794316,113.000778,114.0593359,3.291386002,1.869741786
Na0.5K0.5Rb0.5Cs0.5Mg1Ge1S4_stannite,HSE+SOC,-1.148591092,0.288601276,3.451519104,13.99625026,13.67711577,17.24523974,116.8360123,109.6674893,116.1320278,3.668343243,10.76241102
Na0.5K0.5Rb0.5Cs0.5Mg1Zr1S4_kesterite,HSE+SOC,-1.741039949,0.715294371,4.014758881,15.16660936,14.87338367,14.49656089,116.0028087,110.8737213,108.1914382,3.428162275,2.648385093
Na0.5K0.5Rb0.5Cs0.5Sr0.5Ba0.5Ge1S4_stannite,HSE+SOC,-1.493573502,-0.773019769,3.837185102,17.25718475,17.1088705,13.94951875,113.5388177,116.0329808,108.9731366,2.33029444,4.449365393
Na0.5K0.5Rb0.5Cs0.5Zn1Ge1S4_stannite,HSE+SOC,-0.980674679,0.365031322,2.449604323,13.72004547,13.82191694,17.63131346,110.0761814,115.076775,116.6131374,4.24134753,28.24159856
Na0.5K0.5Rb0.5Cs0.5Zn1Ge1Se4_kesterite,HSE+SOC,-0.975374946,0.00877194,2.785444259,15.79458356,16.20203166,13.60505645,115.3424916,116.1397529,112.960236,5.300134755,22.25475832
Na0.5K0.5Rb0.5Cs0.5Zn1Ge1Se4_stannite,HSE+SOC,-0.827779075,1.122236999,1.884173957,14.14226253,13.71125463,16.9396868,111.7445539,108.6097984,110.9529522,4.766184921,40.19169601
Na0.5K0.5Rb0.5Cs0.5Zn1Ge1Te4_stannite,HSE+SOC,-0.340318523,2.812518292,0.649623882,15.63594869,14.83609906,17.86628008,109.4468124,113.928806,115.5681956,5.831976332,18.39275533
Na0.5K0.5Rb0.5Cs0.5Zn1Zr1S4_kesterite,HSE+SOC,-1.590610902,0.69306473,3.647128964,15.63958614,15.46669159,14.21586922,108.9883475,110.9357176,108.885927,3.498418054,5.355225169
Na0.5K0.5Rb0.5Cs0.5Zn1Zr1S4_stannite,HSE+SOC,-1.515462569,1.491787013,2.741738529,14.1622199,14.79231774,15.99815243,116.4443095,113.4761221,114.3720032,4.035567127,18.7943642
Na0.5K0.5Rb0.5Cs0.5Zn1Zr1Se4_stannite,HSE+SOC,-1.251917901,2.165721663,2.19757402,14.95495571,14.83076618,16.32793837,116.6742785,108.9878823,115.1738612,4.810053403,33.16468969
Na0.5K0.5Rb0.5Cs0.5Zn1Zr1Te4_stannite,HSE+SOC,-0.701943303,3.516837612,1.568763822,15.93158325,15.8591835,17.12861367,111.2104199,113.1628347,112.2228502,6.361233206,38.54419516
Na0.5K0.5Rb0.5Cu0.5Ba1Zr1S4_stannite,HSE+SOC,-1.802216954,1.318832131,3.162704694,15.41058141,15.84023914,14.91857471,114.8053443,114.9162785,110.8827954,6.19131135,14.85885543
Na0.5K0.5Rb0.5Cu0.5Cd1Zr1Se4_kesterite,HSE+SOC,-1.168376372,1.563149039,1.776238011,15.41752791,15.93800427,14.46478525,108.9927611,114.5226127,113.1865551,5.51349172,39.40136178
Na0.5K0.5Rb0.5Cu0.5Cd1Zr1Se4_stannite,HSE+SOC,-1.138280836,1.785744915,2.077522756,14.68709485,14.73685254,15.81805851,112.7326964,114.8848267,113.0199246,5.191317588,37.73014057
Na0.5K0.5Rb0.5Cu0.5Cd1Zr1Te4_stannite,HSE+SOC,-0.554994957,3.283430253,1.461765106,16.15710946,16.25443688,15.27920091,113.1071025,114.4545932,114.3604127,6.947878047,39.97289567
Na0.5K0.5Rb0.5Cu0.5Mg0.5Ba0.5Ge1S3Te1_kesterite,HSE+SOC,-1.152193286,-0.538818084,0.152821403,18.2452172,17.17966691,10.79803451,110.7974222,111.4987143,101.3116165,5.538305744,5.305947307
Na0.5K0.5Rb0.5Cu0.5Mg0.5Ba0.5Ge1S3Te1_stannite,HSE+SOC,-1.185583913,-0.344946882,2.061430233,15.78358082,14.60590033,15.80425994,104.5689834,114.5333174,136.795778,5.637901267,36.37343291
Na0.5K0.5Rb0.5Cu0.5Mg0.5Cd0.5Sn0.5Ge0.5S3Te1_stannite,HSE+SOC,-0.803931827,0.553070876,0.388290693,14.03130708,14.51595232,16.91232184,110.6791263,114.0586117,114.299467,5.977735701,7.24049032
Na0.5K0.5Rb0.5Cu0.5Mg0.5Zn0.5Sn1S2Se2_stannite,HSE+SOC,-0.944570756,0.365359394,1.894157212,13.53362928,14.90926983,16.94584316,108.619465,110.4402591,111.0242429,7.377599161,37.69157607
Na0.5K0.5Rb0.5Cu0.5Mg1Ge1Te4_stannite,HSE+SOC,-0.438599331,2.093770737,0.477716237,15.87928944,15.07918709,16.08373892,111.5608325,110.5444432,113.0288238,6.375358479,8.881453252
Na0.5K0.5Rb0.5Cu0.5Sr1Ge1Te4_stannite,HSE+SOC,-0.518078592,3.903774193,-0.709179367,16.26254006,15.60971792,14.41214687,115.0898883,110.2439852,115.1206521,75.31132765,0
Na0.5K0.5Rb0.5Cu0.5Zn1Ge1Se4_kesterite,HSE+SOC,-0.866203822,0.029172442,1.607758618,15.6523304,16.08816591,13.24220066,113.7800092,108.558862,113.3981149,4.737196362,33.95053063
Na0.5K0.5Rb0.5Cu0.5Zn1Sn0.5Ge0.5S4_stannite,HSE+SOC,-0.895917366,0.449380762,2.047144693,13.2648106,14.12031164,16.85645882,111.4192016,114.6671082,110.4608122,5.632310095,33.95049272
Na0.5K0.5Rb0.5Cu0.5Zn1Sn1Se4_stannite,HSE+SOC,-0.757291511,0.904421641,0.0188383,14.91067352,14.34533927,15.8617443,108.0137477,115.6149767,112.5191155,5.717017797,4.344730518
Na0.5K0.5Rb0.5Cu0.5Zn1Zr1Se4_kesterite,HSE+SOC,-1.297036293,1.425779105,2.000384021,15.75028304,15.95696903,14.53167622,108.6248888,108.9553616,111.4867792,5.344381028,35.23213411
Na0.5K0.5Rb0.5Cu0.5Zn1Zr1Te4_stannite,HSE+SOC,-0.630526839,2.736514044,1.2124083,15.07693526,15.09542547,16.0616513,109.7371607,114.2892129,116.0983592,6.697773648,36.93629397
Na0.5K0.5Rb1Ba0.5Cd0.5Ge1S2Se2_stannite,HSE+SOC,-1.14489879,0.094000975,1.897279971,15.60072564,15.63479802,17.44119186,108.1793458,116.9943652,107.4039715,3.611390484,35.71641203
Na0.5K0.5Rb1Ba1Ge1S4_kesterite,HSE+SOC,-1.353518594,0.362950822,3.32768943,15.81678477,15.69125562,14.69714671,109.9778616,114.4134838,114.1618828,1.934430026,10.56034161
Na0.5K0.5Rb1Ba1Ge1Se4_stannite,HSE+SOC,-1.210547316,1.222124442,2.953329613,15.54667502,15.68614697,15.41338302,116.79542,110.0680038,115.6531401,2.338136249,17.02467934
Na0.5K0.5Rb1Ba1Sn1S4_kesterite,HSE+SOC,-1.340956478,1.068407756,3.556795647,15.78776846,15.43540709,15.04767716,112.365312,108.7106449,115.1820817,1.981313615,7.100879485
Na0.5K0.5Rb1Ba1Zr1Se4_kesterite,HSE+SOC,-1.706518923,2.434255616,3.519690072,16.78183974,16.6917734,16.1237288,108.2070826,112.2412173,109.0280817,2.66804862,9.523179746
Na0.5K0.5Rb1Ca1Ge1Te4_stannite,HSE+SOC,-0.564620285,3.856774149,0.934242623,15.71626347,16.10371963,16.17602626,110.6685925,109.1182905,110.5333761,3.278794654,27.69072568
Na0.5K0.5Rb1Ca1Zr1S4_kesterite,HSE+SOC,-1.851207931,1.281431453,4.513019516,15.71368352,15.06580743,14.84371108,108.2183871,110.2691027,115.3573542,3.173626383,1.220160826
Na0.5K0.5Rb1Cd1Ge1S4_stannite,HSE+SOC,-0.930419125,0.053548957,3.254871961,13.68547983,13.85820161,16.21546717,116.2806965,112.6408554,109.8967359,3.175413069,14.69695711
Na0.5K0.5Rb1Cd1Ge1Se4_stannite,HSE+SOC,-0.767452267,0.911874396,2.181082878,14.52690276,14.30719953,17.07990448,115.2614766,116.8166574,113.1211522,4.336395079,33.89542086
Na0.5K0.5Rb1Cd1Zr1S4_stannite,HSE+SOC,-1.433522045,1.453738784,3.454195612,14.96145252,14.45535733,15.76898268,114.0273099,112.6317972,116.7126914,5.778845761,11.12996844
Na0.5K0.5Rb1Cd1Zr1Se4_stannite,HSE+SOC,-1.224546946,2.524065949,2.512842709,14.88138442,15.32067736,15.36220935,113.1381467,109.4128091,115.3373255,3.706644971,27.36154399
Na0.5K0.5Rb1Mg0.5Cd0.5Sn0.5Ge0.5S1Se1Te2_stannite,HSE+SOC,-0.902696987,-0.005846821,0.515043483,15.25153691,15.6928223,19.736883,112.4686157,108.7236755,116.3438656,5.850695828,11.60129751
Na0.5K0.5Rb1Mg0.5Cd0.5Sn1S2Te2_kesterite,HSE+SOC,-1.028344801,-0.858809624,2.713405679,18.6290871,18.08397485,12.1812369,114.5474709,116.2997968,125.1547401,4.100049184,22.40307546
Na0.5K0.5Rb1Mg0.5Cd0.5Sn1S2Te2_stannite,HSE+SOC,-0.884394868,0.123977349,0.981671698,14.58373924,15.48132396,18.8187035,114.423403,113.1232619,111.1284423,4.892325966,27.28821904
Na0.5K0.5Rb1Mg0.5Cd0.5Sn1S4_kesterite,HSE+SOC,-1.294071823,-1.286048384,3.825364336,17.30967619,18.30175369,10.75131357,116.4589587,108.2250434,112.3616421,3.382984126,5.042648574
Na0.5K0.5Rb1Mg0.5Cd0.5Sn1S4_stannite,HSE+SOC,-1.19490867,-0.465098343,2.501572608,14.60752606,14.24735118,17.55235871,111.7640072,115.6209345,110.1262977,2.742610847,25.56528129
Na0.5K0.5Rb1Mg1Ge1S4_stannite,HSE+SOC,-1.186771336,0.1307415,3.443274294,13.43030337,13.78789134,17.161908,113.3165743,114.3545801,111.2198336,2.758785184,8.462723576
Na0.5K0.5Rb1Mg1Ge1Se4_stannite,HSE+SOC,-1.071416493,0.596252717,2.415039841,14.76690912,14.51648791,16.70252312,114.0338373,112.0090762,110.2587804,3.683109579,29.06429352
Na0.5K0.5Rb1Mg1Ge1Te4_stannite,HSE+SOC,-0.451130494,3.047539149,0.791985096,15.32953934,14.84173462,17.38635972,109.6415381,114.3705521,111.4042296,6.662976298,25.60528574
Na0.5K0.5Rb1Mg1Zr1S4_kesterite,HSE+SOC,-1.830546764,0.62529461,4.27381752,15.74195826,15.2289006,14.39099512,116.3131189,111.2034491,110.2629718,3.765296863,2.757000422
Na0.5K0.5Rb1Mg1Zr1Se4_kesterite,HSE+SOC,-1.593931248,1.002529168,3.477107199,16.57306206,16.17524713,15.069729,112.7779779,108.8701871,115.384364,3.68397207,8.172967233
Na0.5K0.5Rb1Sr1Ge1Te4_stannite,HSE+SOC,-0.692472852,3.544841856,1.836185918,15.9506679,16.42146419,16.49554909,110.058853,109.3456584,112.1929202,4.252538832,37.73900549
Na0.5K0.5Rb1Zn1Ge1S4_stannite,HSE+SOC,-0.96066799,0.183819993,2.609448409,13.15874724,13.5593569,17.4603241,108.6700652,110.0757272,109.3483247,4.427069722,27.02621674
Na0.5K0.5Rb1Zn1Ge1Se4_stannite,HSE+SOC,-0.88765162,0.909593997,1.573657243,13.6227335,14.48465257,17.28934389,115.3842838,108.7416921,108.3052287,5.017004973,37.85730142
Na0.5K0.5Rb1Zn1Zr1S4_stannite,HSE+SOC,-1.468566597,1.278747436,2.777546845,14.00363847,13.9207072,16.04176121,115.8666643,116.5186044,116.1352024,3.764039184,20.30741416
Na0.5K0.5Rb1Zn1Zr1Se4_stannite,HSE+SOC,-1.337564659,1.980896407,2.412730321,15.26877351,14.28329693,16.22490058,109.5089857,110.7945279,111.0826652,4.584589122,27.63920795
Na0.5K0.5Rb1Zn1Zr1Te4_stannite,HSE+SOC,-0.66982731,3.569200216,1.568207598,15.80314729,16.11696926,16.87582229,110.1115566,108.3298935,110.8578575,6.388028576,38.79758948
Na0.5K1.5Ba1Ge1S4_kesterite,HSE+SOC,-1.438166411,0.223645254,3.857654782,15.52257654,15.09599615,14.93631679,108.7891188,116.7659363,116.2279619,1.63219345,4.191431779
Na0.5K1.5Ba1Ge1Se4_kesterite,HSE+SOC,-1.246293847,1.14766054,3.143276929,16.53127713,15.85199552,15.88823928,109.2712073,111.4525213,108.4515093,2.077297843,16.2932777
Na0.5K1.5Ba1Sn1S4_kesterite,HSE+SOC,-1.31724292,0.824315419,3.902738073,15.35830826,15.83638634,15.29936917,108.1797566,116.3202699,116.2567201,1.681744515,3.724530232
Na0.5K1.5Ba1Zr1S4_kesterite,HSE+SOC,-1.881597999,1.484132805,4.18846968,15.95092627,15.38638375,15.47343292,115.6646569,111.0925843,114.5416186,2.229935261,2.022681681
Na0.5K1.5Cd1Sn1Te4_stannite,HSE+SOC,-0.213898754,3.992599528,1.670633115,15.01752312,15.09024729,16.62430515,110.6698099,112.5486026,116.2087666,5.723070721,40.72830873
Na0.5K1.5Cd1Zr1S4_kesterite,HSE+SOC,-1.419844182,0.907705405,4.109216766,15.3299239,15.03243145,14.22467743,109.6015362,116.9696139,114.7739877,3.220921358,2.750106567
Na0.5K1.5Cd1Zr1S4_stannite,HSE+SOC,-1.483606537,1.229367918,3.302290202,14.49313392,14.72537545,15.82712985,115.6935547,110.9930595,113.9902475,3.963166938,10.57257652
Na0.5K1.5Cd1Zr1Se4_kesterite,HSE+SOC,-1.30883027,1.819466118,3.413610982,15.0883709,15.33312644,14.92667838,112.5271387,108.5102472,108.5898615,3.951047343,9.113651948
Na0.5K1.5Cd1Zr1Te4_kesterite,HSE+SOC,-0.583474347,4.264199035,2.318144266,15.26462308,15.72172103,16.07513173,116.3856512,113.1188848,117.0072188,6.134230056,30.38272764
Na0.5K1.5Cd1Zr1Te4_stannite,HSE+SOC,-0.522511076,4.721558193,1.603760542,15.23012809,15.95282867,16.22044765,115.9268828,110.9015445,109.725847,6.007899495,39.52301749
Na0.5K1.5Mg1Ge1S4_stannite,HSE+SOC,-1.199540489,-0.071333955,3.339789172,13.4136231,13.42952283,17.16437266,110.4363012,112.6865274,115.0139326,3.673640151,12.74807946
Na0.5K1.5Mg1Ge1Se4_stannite,HSE+SOC,-1.067504392,0.365788111,2.558378462,14.80825216,13.9213432,17.19814844,113.160587,115.2024963,111.7752949,3.771426725,25.27923677
Na0.5K1.5Mg1Ge1Te4_kesterite,HSE+SOC,-0.648782111,1.408847671,2.631865628,15.97313919,16.93943607,15.01614805,113.6754577,115.3789715,110.3741128,6.338187277,26.17146278
Na0.5K1.5Mg1Ge1Te4_stannite,HSE+SOC,-0.593389718,2.061937765,1.304546322,15.33739638,14.86878754,17.31205401,109.4411505,108.4071554,109.7303303,5.918717229,37.69527614
Na0.5K1.5Mg1Zr1S4_kesterite,HSE+SOC,-1.816298412,0.581990934,3.996406055,15.89579666,14.71124722,14.45882564,116.8417693,116.5430734,113.7729014,3.779557299,3.558172953
Na0.5K1.5Sr1Ge1Se4_kesterite,HSE+SOC,-1.256217559,1.020185941,3.153350325,16.34420195,16.48611894,15.47842157,108.2437564,112.8561102,116.6563812,2.698235729,15.41388322
Na0.5K1.5Sr1Zr1S4_kesterite,HSE+SOC,-1.949456036,1.458623356,5.026249551,16.02971415,14.87118504,15.79191356,110.8537743,108.4040367,115.235399,6.470104057,0.152709573
Na0.5K1.5Zn1Ge1S4_stannite,HSE+SOC,-1.041363887,-0.072323733,3.188141475,13.95961952,13.3400126,16.36596108,116.8939653,110.8772333,109.5465566,3.603298105,16.3202419
Na0.5K1.5Zn1Ge1Se4_stannite,HSE+SOC,-0.909213384,0.59423563,1.695347794,13.56403444,13.89187887,16.5165215,114.7372567,112.846326,114.6277661,4.954160791,38.71225029
Na0.5K1.5Zn1Ge1Te4_stannite,HSE+SOC,-0.418925887,2.212911476,0.962951232,14.72417806,14.68613035,17.59538488,110.5486567,109.7494029,109.8669388,5.476700478,29.88221077
Na0.5K1.5Zn1Sn1Te4_stannite,HSE+SOC,-0.42017439,2.511957591,1.16504564,15.88176109,15.88445936,17.04027698,113.699131,113.6466115,110.8279837,5.163487385,35.43094217
Na0.5K1.5Zn1Zr1S4_kesterite,HSE+SOC,-1.655575547,0.527332771,3.691105824,15.12300096,15.85603485,13.89265995,111.9782726,115.8273214,115.2510968,2.885829034,5.764886788
Na0.5K1.5Zn1Zr1S4_stannite,HSE+SOC,-1.54170918,1.139630872,2.944760107,14.67923967,14.13793772,15.31400763,114.0064783,116.5295465,112.5220228,3.742926894,19.57140798
Na0.5K1.5Zn1Zr1Se4_kesterite,HSE+SOC,-1.42066908,1.163918016,3.308445514,15.97880547,16.13570901,14.58098171,116.3003785,111.5415742,111.1102052,4.036328476,14.6227344
Na0.5K1.5Zn1Zr1Se4_stannite,HSE+SOC,-1.332799497,1.762287783,2.236943975,14.62855963,15.17928769,15.82745775,114.7458184,114.5800289,113.9068416,4.261976817,28.36329378
Na0.5K1Ag0.5Ba1Sn1S4_kesterite,HSE+SOC,-1.199290489,0.863636695,3.183339427,15.77273157,15.17017354,14.72757655,110.4012978,109.528307,115.8134169,3.36465252,16.2235281
Na0.5K1Ag0.5Ca1Ge1Se4_stannite,HSE+SOC,-1.124394338,1.061742322,2.06940064,15.07338481,15.79743284,16.15697695,108.1942674,111.4630108,111.3023815,3.186654132,31.85994111
Na0.5K1Ag0.5Ca1Zr1Se4_kesterite,HSE+SOC,-1.609116353,2.041556481,3.47424215,15.42754078,15.40935531,15.8262995,114.9092482,116.8322421,111.2566314,3.63457354,7.568050187
Na0.5K1Ag0.5Cd1Ge1S2Se2_kesterite,HSE+SOC,-0.90818853,-0.964015906,2.919872164,15.99617419,16.93255272,12.57236499,108.9436962,111.7141881,109.0357834,3.522834199,17.26869267
Na0.5K1Ag0.5Cd1Ge1S2Se2_stannite,HSE+SOC,-0.847451998,-0.154365541,1.518734015,14.2610037,13.65541141,17.13995057,112.08697,111.8530513,111.6073314,5.491017312,38.36834327
Na0.5K1Ag0.5Cd1Ge1S4_stannite,HSE+SOC,-0.849333146,-0.153373712,2.835628129,14.48106318,14.38700925,15.79050652,115.1081895,109.1531865,111.8921622,3.959616162,21.5461136
Na0.5K1Ag0.5Cd1Ge1Se4_kesterite,HSE+SOC,-0.827406843,-0.067470071,2.40494189,15.38242369,15.36036873,14.12153709,113.7465665,115.6305341,114.8341598,4.65118464,29.32049129
Na0.5K1Ag0.5Cd1Ge1Se4_stannite,HSE+SOC,-0.73144635,0.521920237,1.56368973,14.792559,14.96184237,15.72506855,113.384175,116.302173,110.8143858,4.478516133,40.70107343
Na0.5K1Ag0.5Cd1Zr1S4_kesterite,HSE+SOC,-1.35316044,0.914668456,3.009154175,14.25905305,14.91273397,13.84569437,114.5573794,113.8044542,114.6526566,4.060573317,17.96396348
Na0.5K1Ag0.5Cd1Zr1S4_stannite,HSE+SOC,-1.291121137,1.247769559,2.782819752,14.03647654,14.93564607,14.92100378,113.6533427,116.8513745,108.5827119,4.049271225,20.82740493
Na0.5K1Ag0.5Cd1Zr1Se4_kesterite,HSE+SOC,-1.129561684,1.795532572,2.41769462,15.70262741,14.66386563,14.72058232,114.6487611,108.9441158,112.4433099,4.844071237,29.14416988
Na0.5K1Ag0.5Cd1Zr1Se4_stannite,HSE+SOC,-1.17335809,2.04392858,2.266069961,14.99755528,14.27176302,15.08518621,112.3717908,108.7411151,109.2432276,4.860869136,30.46659302
Na0.5K1Ag0.5Mg0.5Ca0.5Sn0.5Ge0.5S3Te1_stannite,HSE+SOC,-1.050552279,0.478590623,0.914453569,15.4150714,15.08084638,16.76304426,113.9331124,109.0080234,123.0884951,4.707632586,26.85659365
Na0.5K1Ag0.5Mg0.5Ca0.5Sn1S2Se1Te1_kesterite,HSE+SOC,-1.212976717,-0.597271943,3.334314001,16.95906114,18.77406088,10.77329172,109.3800624,110.0510305,125.4178049,5.561673099,12.75584431
Na0.5K1Ag0.5Mg0.5Ca0.5Sn1S2Se1Te1_stannite,HSE+SOC,-1.020731637,0.504001124,0.971235626,14.88493085,14.6416607,17.34936734,108.5726485,110.5846242,115.0817998,5.1702951,26.66645311
